Key,"Observation Identifier",Status,"Question Set",Latitude,Longitude,Timestamp,Year,Month,Day,Hour,Minute,Second,"Time Zone",Technician,"Metadata Key","Edit Link",Observed,Count,"Morph of bird","Direction of bird(s) if other than normal",Photos,Notes
62234,"SW - Swainson's Hawk",Closed,4125,36.05709120743,-112.08386745010,1442248434,2015,09,14," 9",33,54,-7,"Grand Canyon HawkWatch",,https://admin.ornicept.com/reports/62234,"SW - Swainson's Hawk",1,Dark,,,intermediate
